file	genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	pipeline	completeness	contamination	length	N50	contigs	GC (%)	tag	type
Pipeline2_FDZ070-GBkY0-2AP1_bin.99.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.99	92_1	0.01	average	ANImf	92	Pipeline2	61.97	2.3	2690987	3591	800	56.47	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.33.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.33	92_1	0.01	average	ANImf	92	Pipeline1	61.96	2.297	2688840	3591	799	56.47	some	Trench
bin.67.fa	bin.67	93_1	0.01	average	ANImf	93	Pipeline4	64.8	0	1354180	9199	168	50.19	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.30.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.30	93_1	0.01	average	ANImf	93	Pipeline1	77.7	1.075	1642246	8757	244	50.14	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.6.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.6	93_1	0.01	average	ANImf	93	Pipeline2	77.7	1.61	1726031	8667	263	50.03	some	Trench
bin.58.fa	bin.58	94_1	0.01	average	ANImf	94	Pipeline4	80.74	1.941	1213819	53539	34	43.78	all	Trench
FDZ070-GBkY16-18AP1@5894.fna	FDZ070_GBkY16_18AP1_5894	94_1	0.01	average	ANImf	94	Pipeline3	95.95	0.97	1467751	52253	56	43.58	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.35.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.35	94_1	0.01	average	ANImf	94	Pipeline2	94.98	0.97	1733975	33779	133	43.59	all	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.101.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.101	94_1	0.01	average	ANImf	94	Pipeline1	94.98	0.97	1733975	33779	133	43.59	all	Trench
FDZ070-GBkY16-18AP1@35251.fna	FDZ070_GBkY16_18AP1_35251	95_1	0.01	average	ANImf	95	Pipeline3	84.46	0.84	2110330	26796	100	51.74	all	Trench
bin.130.fa	bin.130	95_1	0.01	average	ANImf	95	Pipeline4	91.89	2.191	2431429	25547	131	51.53	all	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.63.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.63	95_1	0.01	average	ANImf	95	Pipeline1	89.18	0.84	2273183	23431	149	51.91	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.132.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.132	95_1	0.01	average	ANImf	95	Pipeline2	93.92	3.96	3243987	19829	272	51.13	all	Trench
FDZ070-GBkY0-2AP1@7490.fna	FDZ070_GBkY0_2AP1_7490	96_1	0.01	average	ANImf	96	Pipeline3	85.96	1.48	2891352	19777	180	44.06	all	Trench
bin.27.fa	bin.27	96_1	0.01	average	ANImf	96	Pipeline4	86.45	1.97	2947282	19092	200	44.19	all	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.43.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.43	96_1	0.01	average	ANImf	96	Pipeline2	93.1	2.46	3511207	18651	274	43.84	all	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.29.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.29	96_1	0.01	average	ANImf	96	Pipeline1	93.1	2.463	3511207	18651	274	43.84	all	Trench
FDZ070-GBkY2-4AP1@5675.fna	FDZ070_GBkY2_4AP1_5675	97_1	0.01	average	ANImf	97	Pipeline3	64.46	0.49	1895221	9157	261	44.77	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.17.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.17	97_1	0.01	average	ANImf	97	Pipeline1	87.62	0.985	3231319	8100	536	44.51	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.56.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.56	97_1	0.01	average	ANImf	97	Pipeline2	85.53	1.97	3233906	7608	563	44.6	some	Trench
bin.60.fa	bin.60	98_1	0.01	average	ANImf	98	Pipeline4	71.43	0.202	1222863	4575	283	41.09	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.72.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.72	98_1	0.01	average	ANImf	98	Pipeline2	79.07	0.96	1345527	4433	343	40.97	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.46.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.46	98_1	0.01	average	ANImf	98	Pipeline1	79.06	0.959	1345527	4433	343	40.97	some	Trench
FDZ070-GBkY24-26AP1@7380.fna	FDZ070_GBkY24_26AP1_7380	99_1	0.01	average	ANImf	99	Pipeline3	83.5	0.91	1906036	28015	83	50.24	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.41.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.41	99_1	0.01	average	ANImf	99	Pipeline2	94.87	2.8	2317926	27076	126	50.28	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.74.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.74	99_1	0.01	average	ANImf	99	Pipeline1	94.86	2.803	2317926	27076	126	50.28	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.117.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.117	99_2	0.01	average	ANImf	99	Pipeline2	74.38	0.91	1601361	4017	447	49.87	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.63.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.63	99_2	0.01	average	ANImf	99	Pipeline1	81.07	0.909	1575285	3707	500	50.16	some	Trench
bin.2.fa	bin.2	99_3	0.01	average	ANImf	99	Pipeline4	96.76	2.727	2262408	66716	46	50.17	all	Trench
FDZ070-GBkY4-6AP1@3143.fna	FDZ070_GBkY4_6AP1_3143	99_3	0.01	average	ANImf	99	Pipeline3	87.67	0.91	2155327	61430	43	50.21	all	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.185.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.185	99_3	0.01	average	ANImf	99	Pipeline2	97.67	1.21	2499577	61430	65	49.97	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.3.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.3	99_3	0.01	average	ANImf	99	Pipeline1	97.67	1.212	2499577	61430	65	49.97	all	Trench
Pipeline2_MT06_Fast_enzy_PCR_bin.58.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.58	134_1	0.01	average	ANImf	134	Pipeline2	96.64	5.59	4128018	37106	217	63.92	all	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.92.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.92	134_1	0.01	average	ANImf	134	Pipeline1	95.53	3.49	3962321	51669	130	63.97	all	Water
MT06_Fast_enzy_PCR@1855.fna	MT06_Fast_enzy_PCR_1855	134_1	0.01	average	ANImf	134	Pipeline3	91.14	3.3	3427005	41121	111	64.12	all	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.19.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.19	134_1	0.01	average	ANImf	134	Pipeline1	85.89	2.297	3305772	9137	428	63.98	all	Water
bin.46.fa	bin.46	134_1	0.01	average	ANImf	134	Pipeline4	60.37	1.098	1700426	73901	37	63.97	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.148.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.148	39_1	0.01	average	ANImf	39	Pipeline2	96.01	2.63	3189496	14405	303	43.33	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.9.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.9	39_1	0.01	average	ANImf	39	Pipeline1	96.01	2.629	3189496	14405	303	43.33	all	Water
MT08_Fast_enzy_PCR@2584.fna	MT08_Fast_enzy_PCR_2584	39_1	0.01	average	ANImf	39	Pipeline3	91.13	2.03	2815040	15992	218	43.43	all	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.87.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.87	39_1	0.01	average	ANImf	39	Pipeline1	75.05	1.137	2739229	4872	672	42.98	all	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.126.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.126	237_1	0.01	average	ANImf	237	Pipeline2	94.87	5.18	2640660	205230	24	65.31	all	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.26.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.26	237_1	0.01	average	ANImf	237	Pipeline2	91.66	6.77	2617834	21827	181	65.63	all	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.140.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.140	39_1	0.01	average	ANImf	39	Pipeline2	54.2	0	2555319	4684	650	43.31	all	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.32.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.32	237_1	0.01	average	ANImf	237	Pipeline1	88.7	4.036	2463583	22795	148	65.61	all	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.15.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.15	237_1	0.01	average	ANImf	237	Pipeline1	92.39	1.085	2451603	205230	23	65.16	all	Water
bin.159.fa	bin.159	237_1	0.01	average	ANImf	237	Pipeline4	91.7	1.365	2445333	205230	18	65.2	all	Water
bin.138.fa	bin.138	39_1	0.01	average	ANImf	39	Pipeline4	74.43	1.045	2293718	18775	157	43.62	all	Water
MT03_Fast_enzy_PCR@3537.fna	MT03_Fast_enzy_PCR_3537	237_1	0.01	average	ANImf	237	Pipeline3	89.11	1.03	2237854	21445	144	65.64	all	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.120.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.120	187_1	0.01	average	ANImf	187	Pipeline2	99.95	1.85	5788856	198816	56	65.71	all	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.3.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.3	187_1	0.01	average	ANImf	187	Pipeline1	99.95	1.849	5788856	198816	56	65.71	all	Water
MT05_Fast_enzy_PCR@35579.fna	MT05_Fast_enzy_PCR_35579	187_1	0.01	average	ANImf	187	Pipeline3	97.95	1.85	5686848	198816	50	65.73	all	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.84.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.84	193_1	0.01	average	ANImf	193	Pipeline2	96.12	1.58	5677186	26999	336	68.02	all	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.128.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.128	157_2	0.01	average	ANImf	157	Pipeline2	100	2.85	5597788	52620	188	72.91	all	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.56.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.56	157_2	0.01	average	ANImf	157	Pipeline1	100	2.849	5597788	52620	188	72.91	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.100.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.100	193_1	0.01	average	ANImf	193	Pipeline1	96.02	0.934	5500763	47597	199	68.27	all	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.4.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.4	22_1	0.01	average	ANImf	22	Pipeline1	97.57	0	5465683	52172	319	53.51	all	Water
bin.68.fa	bin.68	157_2	0.01	average	ANImf	157	Pipeline4	100	2.849	5463670	53303	155	72.96	all	Water
bin.29.fa	bin.29	187_1	0.01	average	ANImf	187	Pipeline4	93.45	0.449	5378852	198816	40	65.87	all	Water
MT05_Fast_enzy_PCR@2502.fna	MT05_Fast_enzy_PCR_2502	157_2	0.01	average	ANImf	157	Pipeline3	99.15	2.85	5238271	53303	163	73.05	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.122.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.122	217_1	0.01	average	ANImf	217	Pipeline2	96.9	7.19	5224712	12997	570	66.7	all	Water
MT07_Fast_enzy_PCR@3758.fna	MT07_Fast_enzy_PCR_3758	193_1	0.01	average	ANImf	193	Pipeline3	88.26	0.82	5171503	26999	280	68.3	all	Water
MT02_Fast_enzy_PCR@2176.fna	MT02_Fast_enzy_PCR_2176	22_1	0.01	average	ANImf	22	Pipeline3	97.58	0	5166767	55637	198	53.49	all	Water
Pipeline2_MT02_Fast_enzy_PCR_bin.21.fa	Pipeline2_MT02_Fast_enzy_PCR_bin.21	22_1	0.01	average	ANImf	22	Pipeline2	96.4	0	5108072	59732	173	53.49	all	Water
bin.141.fa	bin.141	193_1	0.01	average	ANImf	193	Pipeline4	82.24	0.7	5038488	53863	142	68.34	all	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.27.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.27	189_1	0.01	average	ANImf	189	Pipeline2	99.94	0.53	4938632	327313	32	63.85	all	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.14.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.14	189_1	0.01	average	ANImf	189	Pipeline1	99.94	0.489	4931403	327313	28	63.85	all	Water
Pipeline2_MT04_Fast_enzy_PCR_bin.73.fa	Pipeline2_MT04_Fast_enzy_PCR_bin.73	196_1	0.01	average	ANImf	196	Pipeline2	98.66	1.8	4742636	57951	206	61.11	all	Water
bin.163.fa	bin.163	189_1	0.01	average	ANImf	189	Pipeline4	94.43	0.489	4701366	327313	31	63.84	all	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.31.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.31	153_1	0.01	average	ANImf	153	Pipeline2	82.35	5.37	4698807	4494	1229	74.41	all	Water
MT08_Fast_enzy_PCR@6699.fna	MT08_Fast_enzy_PCR_6699	217_1	0.01	average	ANImf	217	Pipeline3	93.81	1.59	4676820	13371	452	66.69	all	Water
bin.115.fa	bin.115	217_1	0.01	average	ANImf	217	Pipeline4	93.91	2.093	4600450	13068	464	66.81	all	Water
Pipeline1_MT04_Fast_enzy_PCR_bin.27.fa	Pipeline1_MT04_Fast_enzy_PCR_bin.27	196_1	0.01	average	ANImf	196	Pipeline1	98.18	0.788	4533246	61437	146	61.23	all	Water
MT03_Fast_enzy_PCR@38531.fna	MT03_Fast_enzy_PCR_38531	189_1	0.01	average	ANImf	189	Pipeline3	88.47	0.03	4520469	385784	25	63.87	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.65.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.65	8_1	0.01	average	ANImf	8	Pipeline1	88.54	4.795	4501684	13758	474	50.62	all	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.43.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.43	159_1	0.01	average	ANImf	159	Pipeline2	98.29	0.85	4470043	198450	50	72.59	all	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.50.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.50	159_1	0.01	average	ANImf	159	Pipeline1	98.29	0.854	4470043	198450	50	72.59	all	Water
MT04_Fast_enzy_PCR@683.fna	MT04_Fast_enzy_PCR_683	159_1	0.01	average	ANImf	159	Pipeline3	98.29	0.93	4423911	100792	74	72.7	all	Water
bin.85.fa	bin.85	22_1	0.01	average	ANImf	22	Pipeline4	82.97	2.298	4380173	76219	90	53.46	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.137.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.137	216_1	0.01	average	ANImf	216	Pipeline2	94.36	2.02	4367811	32278	259	68.6	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.12.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.12	8_1	0.01	average	ANImf	8	Pipeline2	86.46	4.7	4355684	13897	431	50.59	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.106.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.106	210_1	0.01	average	ANImf	210	Pipeline2	95.37	2.99	4311109	33570	198	59.3	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.30.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.30	217_1	0.01	average	ANImf	217	Pipeline1	85.78	1.892	4201708	14372	342	66.64	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.20.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.20	223_1	0.01	average	ANImf	223	Pipeline2	91.17	0.68	4188006	63298	139	65.25	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.44.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.44	223_1	0.01	average	ANImf	223	Pipeline1	91.17	0.678	4188006	63298	139	65.25	all	Water
MT08_Fast_enzy_PCR@2603.fna	MT08_Fast_enzy_PCR_2603	8_1	0.01	average	ANImf	8	Pipeline3	77.6	2.99	4164294	14931	394	50.82	all	Water
bin.104.fa	bin.104	8_1	0.01	average	ANImf	8	Pipeline4	82.18	4.273	4163594	14647	378	50.66	all	Water
MT04_Fast_enzy_PCR@4002.fna	MT04_Fast_enzy_PCR_4002	196_1	0.01	average	ANImf	196	Pipeline3	98.18	0.79	4157127	67512	117	61.34	all	Water
MT08_Fast_enzy_PCR@3458.fna	MT08_Fast_enzy_PCR_3458	210_1	0.01	average	ANImf	210	Pipeline3	94.66	1.33	4139457	34592	175	59.34	all	Water
MT05_Fast_enzy_PCR@7886.fna	MT05_Fast_enzy_PCR_7886	208_1	0.01	average	ANImf	208	Pipeline3	88.03	5.57	4123725	11562	471	65.99	all	Water
MT08_Fast_enzy_PCR@7447.fna	MT08_Fast_enzy_PCR_7447	216_1	0.01	average	ANImf	216	Pipeline3	93.11	0.87	4107724	34018	171	68.55	all	Water
bin.129.fa	bin.129	216_1	0.01	average	ANImf	216	Pipeline4	93.11	0.868	4100886	33523	178	68.64	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.5.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.5	251_1	0.01	average	ANImf	251	Pipeline2	95.72	5.74	4078031	15153	370	59.89	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.43.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.43	210_1	0.01	average	ANImf	210	Pipeline1	93.19	1.333	4062358	34592	179	59.5	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.97.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.97	199_1	0.01	average	ANImf	199	Pipeline2	97.42	7.26	4025520	20484	327	63.74	all	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.22.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.22	179_1	0.01	average	ANImf	179	Pipeline1	98.59	0.626	3987334	93086	77	57.56	all	Water
bin.48.fa	bin.48	223_1	0.01	average	ANImf	223	Pipeline4	91.41	0.622	3953815	197810	40	65.24	all	Water
bin.51.fa	bin.51	210_1	0.01	average	ANImf	210	Pipeline4	91.52	3.333	3952606	33570	169	59.63	all	Water
MT05_Fast_enzy_PCR@4964.fna	MT05_Fast_enzy_PCR_4964	153_1	0.01	average	ANImf	153	Pipeline3	61.21	0	3951192	4908	960	74.53	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.112.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.112	216_1	0.01	average	ANImf	216	Pipeline1	90.37	0.831	3951037	34114	168	68.67	all	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.53.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.53	195_1	0.01	average	ANImf	195	Pipeline1	97.6	0.398	3886612	127846	41	64.8	all	Water
bin.36.fa	bin.36	195_1	0.01	average	ANImf	195	Pipeline4	97.6	0.398	3855442	127846	41	64.7	all	Water
bin.88.fa	bin.88	196_1	0.01	average	ANImf	196	Pipeline4	95.81	0.498	3842560	68109	87	61.31	all	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.186.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.186	179_1	0.01	average	ANImf	179	Pipeline2	82.76	0	3824606	96523	71	57.6	all	Water
MT08_Fast_enzy_PCR@15582.fna	MT08_Fast_enzy_PCR_15582	199_1	0.01	average	ANImf	199	Pipeline3	94.78	2.86	3815157	22671	252	63.8	all	Water
bin.63.fa	bin.63	245_1	0.01	average	ANImf	245	Pipeline4	100	0.68	3799140	138986	56	54.42	all	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.15.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.15	245_1	0.01	average	ANImf	245	Pipeline2	100	0.68	3778832	138986	52	54.42	all	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.28.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.28	245_1	0.01	average	ANImf	245	Pipeline1	100	0.68	3778832	138986	52	54.42	all	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.26.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.26	147_1	0.01	average	ANImf	147	Pipeline2	100	0.29	3766159	358246	19	68.39	all	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.64.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.64	147_1	0.01	average	ANImf	147	Pipeline1	100	0.29	3766159	358246	19	68.39	all	Water
MT01_Fast_enzy_PCR@46384.fna	MT01_Fast_enzy_PCR_46384	245_1	0.01	average	ANImf	245	Pipeline3	100	0.68	3750876	142209	49	54.42	all	Water
MT07_Fast_enzy_PCR@2382.fna	MT07_Fast_enzy_PCR_2382	179_1	0.01	average	ANImf	179	Pipeline3	82.76	0	3750792	96523	60	57.69	all	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.56.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.56	101_1	0.01	average	ANImf	101	Pipeline2	97.96	0	3715941	90558	72	55.88	all	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.32.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.32	101_1	0.01	average	ANImf	101	Pipeline1	97.95	0	3715941	90558	72	55.88	all	Water
bin.147.fa	bin.147	179_1	0.01	average	ANImf	179	Pipeline4	75.86	0	3689765	114943	57	57.72	all	Water
bin.95.fa	bin.95	199_1	0.01	average	ANImf	199	Pipeline4	90.88	3.233	3687178	22781	234	63.87	all	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.149.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.149	195_1	0.01	average	ANImf	195	Pipeline2	88.7	0.4	3674830	120138	44	64.77	all	Water
MT08_Fast_enzy_PCR@15340.fna	MT08_Fast_enzy_PCR_15340	223_1	0.01	average	ANImf	223	Pipeline3	90.72	0.45	3667978	69166	77	65.21	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.156.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.156	212_1	0.01	average	ANImf	212	Pipeline2	95.94	5.87	3659644	34160	187	65.68	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.93.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.93	199_1	0.01	average	ANImf	199	Pipeline1	91.04	2.238	3637391	22781	227	63.9	all	Water
MT07_Fast_enzy_PCR@14483.fna	MT07_Fast_enzy_PCR_14483	195_1	0.01	average	ANImf	195	Pipeline3	90.89	0.4	3626002	129963	36	64.77	all	Water
bin.73.fa	bin.73	208_1	0.01	average	ANImf	208	Pipeline4	85	4.303	3604401	11303	410	66.21	all	Water
MT08_Fast_enzy_PCR@4521.fna	MT08_Fast_enzy_PCR_4521	37_1	0.01	average	ANImf	37	Pipeline3	99.07	0	3597282	83853	74	42.87	all	Water
bin.144.fa	bin.144	153_1	0.01	average	ANImf	153	Pipeline4	72.75	3.25	3583876	5363	756	74.51	all	Water
MT03_Fast_enzy_PCR@1708.fna	MT03_Fast_enzy_PCR_1708	148_1	0.01	average	ANImf	148	Pipeline3	97.09	3.2	3579328	9930	566	68.48	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.76.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.76	37_1	0.01	average	ANImf	37	Pipeline2	98.51	2.81	3555955	83853	89	42.96	all	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.121.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.121	208_1	0.01	average	ANImf	208	Pipeline2	69.83	3.45	3522646	11329	449	66.45	all	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.46.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.46	148_1	0.01	average	ANImf	148	Pipeline2	96.8	0.58	3516264	28612	242	68.42	all	Water
MT08_Fast_enzy_PCR@5810.fna	MT08_Fast_enzy_PCR_5810	212_1	0.01	average	ANImf	212	Pipeline3	90.59	2.17	3509921	37450	132	65.56	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.1.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.1	212_1	0.01	average	ANImf	212	Pipeline1	93.97	2.173	3505542	35336	139	65.66	all	Water
bin.78.fa	bin.78	37_1	0.01	average	ANImf	37	Pipeline4	96.82	0	3499207	83853	69	42.98	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.8.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.8	37_1	0.01	average	ANImf	37	Pipeline1	98.5	2.247	3498881	83853	70	42.98	all	Water
MT02_Fast_enzy_PCR@46636.fna	MT02_Fast_enzy_PCR_46636	101_1	0.01	average	ANImf	101	Pipeline3	95.38	0	3496168	43394	124	55.97	all	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.66.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.66	208_1	0.01	average	ANImf	208	Pipeline1	71.55	0	3471713	11474	387	66.27	all	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.17.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.17	152_1	0.01	average	ANImf	152	Pipeline2	93.65	3.87	3446312	9860	491	72.35	all	Water
MT08_Fast_enzy_PCR@7586.fna	MT08_Fast_enzy_PCR_7586	192_1	0.01	average	ANImf	192	Pipeline3	96.49	1.38	3445783	99724	56	67.89	all	Water
MT02_Fast_enzy_PCR@34116.fna	MT02_Fast_enzy_PCR_34116	248_1	0.01	average	ANImf	248	Pipeline3	92.83	1.09	3436180	75167	77	64.32	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.188.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.188	120_1	0.01	average	ANImf	120	Pipeline2	96.34	2.44	3436161	43941	154	53.24	all	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.83.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.83	120_1	0.01	average	ANImf	120	Pipeline1	96.34	2.439	3436161	43941	154	53.24	all	Water
MT07_Fast_enzy_PCR@12384.fna	MT07_Fast_enzy_PCR_12384	147_1	0.01	average	ANImf	147	Pipeline3	89.97	0.54	3433696	109290	79	68.55	all	Water
Pipeline2_MT02_Fast_enzy_PCR_bin.33.fa	Pipeline2_MT02_Fast_enzy_PCR_bin.33	248_1	0.01	average	ANImf	248	Pipeline2	97.05	1.52	3412267	82852	71	64.45	all	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.32.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.32	248_1	0.01	average	ANImf	248	Pipeline1	97.04	1.086	3406492	82852	68	64.45	all	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.72.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.72	160_1	0.01	average	ANImf	160	Pipeline2	98.58	3.95	3400664	61640	100	58.34	all	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.132.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.132	123_1	0.01	average	ANImf	123	Pipeline2	90.26	0.74	3400151	19794	272	53.19	all	Water
